0_000_00_Ref Nr,APIS,BUDA RefNR to add to http://purl.bdrc.io/resource/,KDSB Set,KDSB vol,KDSB txt Nr,PP in KDSB,No of folios,Category=Subject (vocabulary) -> for APIS,Category (for team's orientation),Signature: letter indicating category,Signature: number indicating bundle,Drepung catalogue no,provenance and/or catalogue number (if not Drepung),Author's name (generic/as attested in manuscript),Author BDRC/BUDA ID,Author's dates,Title dkar chag KDSB/editorial/attested,Sanskrit title,Commentary on (sDe dge ref),Script,"mss proofread by scribe or later reader, indication on the mss A(bsent), P(resent), TBD (by defautl, to be determined; if blank=TBD)",Transkribus,Etext main txt,Marginal notes,Etext loc/origin,TEI doc w. tagged excerpts,Priority,Status of importance,Remark,Topics of interest (in addition to txt subject),Amount of references to views of Tibetan scholars/Number of names,SB - Author KDSB dkar chag check,SB Author (systematic network research done),Contents marked up (mss or etxt),TEI markup,Colophon marked up in etxt and harvest,Amount of data in colophon,place of composition,place of scribing/copy,Place names in colophons,Date in colophons,Scribe,Owner,dpe cha,Etext input by,"Additional e-text metadata/
comments",Drawings
1_006_03,,MW1PD89051_527657,1,6,3,251-257,4,Madhyamaka,Madhyamaka,tsa,120,15724,,Phywa pa Chos kyi seng ge,P1404,1109-1169,dBu ma bden gnyis kyi bsdus don,,D3882,,,,Complete (without lemmata),lemmas (not in etxt),"TibSchol complete, Gateway, crit ed PH",,Core,Minor,topical outline only; of interest for comparison with other SDV-related works; table equiv PH on IKGA website Phya pa page. In continuation of previous item on same mss.,,0,,,etxt markup completed (PH),,,"title, author",,,,,,,,PH,,
1_006_04,,MW1PD89051_394330,1,6,4,266-428,82,Madhyamaka,Madhyamaka,tsa,107,15677,,Phywa pa Chos kyi seng ge,P1404,1109-1169,dBu ma snang ba’i ‘grel pa,,D3887,,,T,Complete**,,"Gateway, Typeset. Crit ed in progress Yi/Hugon",,Core,Very important,"complete etxt on PH harddrive. Other manuscript: Drepung No. 15726 (confirmed to be another instance of  same work). Maybe No. 15668 with cover page title ""dbu ma'i yig cha bzhugs so"" in 82 folios might also be this text .",,0,,,,,,"title, author",,,,,,,,,,
1_006_05,,MW1PD89051_1251AF,1,6,5,433-518,43,Madhyamaka,Madhyamaka,tsa,120,15725,,Phywa pa Chos kyi seng ge,P1404,1109-1169,dBu ma rgyan gyi ‘grel ba,,D3885,,,T,Complete;Ff. 1-2 and 43ab proofread,,"TibSchol complete (two parts) Gateway, Typeset",,Core,Very important,"Lemmas from Madhyamakālaṅkāravṛtti (MAV, D3885) (crit. ed. in Ichigo 1985). Does not name any Tib opponent. Etexts contains double versions of input for a number of passages, one version with comparison with typeset. Same mss images also inMW1PD89051_1251AF",,Yes ,,,"Etext already with marking prior to project. This now completed systematically, with styles added. Still needs to be checked against the mss for notes and to add folio references checked (JS)",,,"title, author",,,,,,,own scans available. same mss images in MW1PD89051_1251AF,PH,,
1_007_01,,MW1PD89051_28BB81,1,7,1,15-129,57,Madhyamaka,Madhyamaka,,,,,Phywa pa Chos kyi seng ge,P1404,1109-1169,dBu ma’i de kho na nyid bsdus pa,,,,,,Complete; not proofread,no,"TibSchol complete, Gateway, Typeset, crit ed",,Core,Very important,"etxt based on Tauscher's edition (other mss). No references by name to other scholars except for the ""followers of Candrakirti"", discussed in Hugon 2023.",,1,,,,,,"title, author",,,,,,,,PH; building on etext input by EW based on HT edition (1999),"Reference to pagination of corresponding text in Tauscher complete. Occasional references to the type-set edition (pagination “S”). 
Bt indicates readings of the manuscript used for Tauscher’s edition as reported by Tauscher’s.
Reference to fols in KDSB Ms incomplete.
Text in grey is lacking from extant folios of the KDSB Ms and represents the reading of the Ms as edited by Tauscher.",
1_007_02,,MW1PD89051_35285B,1,7,2,131-143,6,Madhyamaka,BCA,tsa,65,15546,,Phywa pa Chos kyi seng ge,P1404,1109-1169,sPyod ‘jug bsdus don,,D3871,bru tsha,,,Needed later (Incomplete),no (only lemmata and corrections),TibSchol incomplete,,Core,Minor,"topical outline only, no additional notes. Of limited interest except in comparison with other hierarchical organization of BCA. Followed on same mss by SS don bsdus, item 1_007_03",,0,,,,,,"title, author",,,,,,,,PH,,
1_007_03,,MW1PD89051_35285B,1,7,3,143-144,1,Madhyamaka,ŚS,tsa,65,15446,,Phywa pa Chos kyi seng ge,P1404,1109-1169,,,D3940,,,,Complete (without lemmata),No (lemmata only),"TibSchol complete, Gateway",,Core,Discard - no further interest,"work incomplete, topical outline only; of interest only for comparison with other SS-related works. Follows 1_007_02 on same folio. Not distinguished as distinct item in BDRC.",,0,,,etxt markup completed (PH),,,(missing),,,,,,,own scan available,PH,,
1_007_04,,MW1PD89051_5F6BAD,1,7,4,145-156,6,Buddha Nature,Maitreya 5,tsha,40,15782,,Phywa pa Chos kyi seng ge,P1404,1109-1169,Theg pa chen po rgyud bla ma'i bsdus don,,D4024,,,,Complete (without lemmata); not proofread,no (lemmata and some additional sa bcad),"TibSchol complete, Gateway",,Core,Minor,topical outline; of interest for comparison with other RGV-related works,,0,,,etxt markup completed (PH),done,,"title, author",,,,,,,own scan available,KK; subdivision numbering PH,,
1_007_05,,MW1PD89051_94C42C,1,7,5,163-345,93,Buddha Nature,Maitreya 5,tsha,60,15852,,Phywa pa Chos kyi seng ge,P1404,1109-1169,Theg pa chen po rgyud bla maʼi bstan bcos tshig dang don gyi cha rgya cher bsnyad pa phra baʼi don gsal ba,,D4024,"bru, 75/l",A,1,Needed,no,TibSchol incomplete etxt of beg/end Gateway,,Core,Secondary,"Not much of interest unless one is interested in RGV specific discussions on ""rigs"". 1 folio missing. Some corrections in dbu med. Colophon refers to Chos kyi bla ma",,0,,,mss and etxt markup completed (TD),,,"title, author, teacher",,,,,,,own scan available,"KK, PH, TD",,
1_007_06,,MW1PD89051_84B83E,1,7,6,351-537,121,Perfection of wisdom,Maitreya 2,tsha,89,15904,,Phywa pa Chos kyi seng ge,P1404,1109-1169,Theg chen mdo sde rgyan gyi legs bshad yang rgyan nyi 'od gsal ba,,D4020,"bru, 75/l",P,1,Needed,yes,TibSchol incomplete etxt of beg/end Gateway,,Core,Important,"འགོ་འཛུགས་ཤོག་ལྷེ་25a ; 98, 109-112 རྣམས་ཚང་མེད།. Drepung catalogue reports 88 folios.Dgos 'brel discussion (to be checked out in more details). Marginal notes are not really legible. Space between lines left intentionally for comments? Mentions bla ma dzna na shri+sa rdza+lo tsha ba+bdag gi bla ma, bla ma pa ra he ta; ti ka; bram ze ma ha sa rdza, bram ze ma ha, sa dza; 'grel pa; rNgog, bdag gi bla ma .... this way of naming is quite unlike Phya pa. In particular, the interpretations of Sajjana and of Parahita(bhadra) are often juxtaposed. Some large words written in the margin (baidurya, ratna). Uses some sanskrit words - ""he du"" (for gtan tshigs) in a verse citation p. 378. Ascription to Phya pa debatable (dharma seng ge maybe different from chos kyi seng ge?). Further investigation needed.",dgos 'brel,2,,,mss markup completed (TD),,,"title, author",,,,,sTon pa rang 'byung,,own scan available,KK and PH,,
1_007_07,,MW1PD89051_352389,1,7,7,539-572,16,Perfection of wisdom,Maitreya 2,tsha,60,15854,,Phywa pa Chos kyi seng ge,P1404,1109-1169,Theg chen mdo sde rgyan gyi lus rnam bzhag,,D4020,"bru, 70/l, abb",A,1,Needed,no,TibSchol incomplete etxt of beg/end Gateway,,Core,Important/Minor,"98, 109-112 རྣམས་ཚང་མེད། Does not provide references to other views and style is quite different from Phya pa's other works. One should go through the passages marked up by TD (markup was not done on ""own scans"", which is more legible). Colophon ""chos kyi seng ge"". Appears to be simple commentary, without excursus nor debate. Worth further investigation in terms of ascription to Phya pa and difference of style.",,,,,mss markup completed (TD),,,"title, author",,,,,,,own scan available,PH,,
1_008_01,,MW1PD89051_4FEB71,1,8,1,3-28,13,Epistemology,Epistemology,,,,rGyal rtse,Phywa pa Chos kyi seng ge,P1404,1109-1169,Tshad ma rnam par nges pa'i bsdus don,,D4211,,P,,Complete,"yes, in addition to lemmata","TibSchol complete, Gateway, crit ed",,Core,Minor,topical outline; references in the annotations. Sponsor: sponsor: mang du thos pa'i dge slong rdo rje dbang grags,,3-4/1 (lo tsa and some anonymous),,,etxt markup completed (PH),done,,"title, author, sponsor",,,,,,,own scan available,PH,"Lemmas from PVin given in interlinear notes are reported in endnotes.
For the table format see https://www.oeaw.ac.at/fileadmin/Institute/IKGA/PDF/forschung/tibetologie/hugon_table_version1_2009.pdf",
1_008_02,,MW1PD89051_1529A9,1,8,2,35-427,197,Epistemology,Epistemology,zha,11,16330,,Phywa pa Chos kyi seng ge,P1404,1109-1169,Tshad ma rnam par nges pa’i ‘grel ba,,D4211,,A,T,Complete,yes (some),"TibSchol complete, Excerpt Gateway, crit Hugon part",,Core,Very important,"Only names Indian scholars. >100 kha cig, all unidentified
A number of glosses were reported in footnotes, but footnotes got lost in change of word versions. Can be retrieved from ealier version of etext or need to be re-input for selected excerpts.
",,many/0,,,markup pretty much complete but with other stylesheet,,,"title, author",,,,,,,own scan and alternative set of images available,PH,"Chap. 1 mngon sum 4a9-76b9
Chap. 2 rang don 76b9-142a8
Chap. 3 gzhan don 142a8-197a3",
1_008_03,,MW1PD89051_E328D5,1,8,3,434-626,96,Epistemology,Epistemology,zha,21,16329,,Phywa pa Chos kyi seng ge,P1404,1109-1169,Tshad ma yid kyi mun sel,"(ph)ra ma na ma<.>naḥ×ta maḥ×tā na ba (f. 1b1, incipit)",,,A,T,Complete,yes (some),TibSchol complete Typeset. Crit Hugon part,,Core,Very important,"Only names Indian scholars. >100 kha cig, all unidentified; only names blo ldan bzang po (=rNgog Lo); 3 ref to views of ""own bla mas""
NB insertions/glosses reported in footnotes mostly got lost in a change of word version. Can be retrieved from earlier version of etext or must be re-input for excerpts. written down in Bri'u las gtsug lag khang (PLACE - TEXT ONLY RELATION)",,many/0,,,markup pretty much complete but with other stylesheet,,,"title, author, place of copy",,bri'u las gtsug lag khang,Bri'u las gtsug lag khang,,,,own scan and alternative set of images available,PH,"Chapters
1. blo'i dbye ba nges pa (1b5-11a5)
2. tshad ma'i mtshan nyid dbye' ba rnam par nges par nges pa (11a5-41b5)
3. mngon sum gyi tshad ma rnam par nges pa (41b5-43a7)
4. rjes su dpag pa rnam par nges pa (43a7-81b8)
5. rtsod pa'i ngag gi tshul rnam par nges pa (81b8-96a3)",
1_009_01,,W1PD89051_2229AC,1,9,1,7-72,33,Doxography,Doxography,,,,,Phywa pa Chos kyi seng ge,P1404,1109-1169,bDe bar gshegs pa dang phyi rol pa'i gzhung rnam par 'byed pa,,,,A,,Incomplete,,TibSchol incomplete,,Core,important,"large number of citations of non-buddhist works, and citations of Buddhist works (list of sources in conclusion) but no (obvious) discussion with other Tibetan views, except maybe on questions related to thal 'gyur and to divisions of Madhyamaka - hence not a priority for tagging. Werner's MA thesis includes ed and transl of chapter on idealism.",,,,,most persons and text names marked in incomplete etxt but with other stylesheet,,,title,,,,,,,same mss image set in MW3CN3014_B499C8,PH,,
1_009_02,,MW1PD89051_4AE85A,1,9,2,87-243,79,Monastic rules,Monastic rules,wa,10,16154,,Phywa pa Chos kyi seng ge,P1404,1109-1169,So thar mdo’i ‘grel ba,,D2,,A,,Needed later (Incomplete),,TibSchol incomplete,,Peri,Secondary,"Lemmas from Prātimokṣasūtra (D2). Some ""kha cig""",,,,,,,,author,,,,,,,own scan available,PH,,
1_009_03,,MW1PD89051_267729,1,9,3,251-526,140,Monastic rules,Monastic rules,wa,13,16172,,Phywa pa Chos kyi seng ge,P1404,1109-1169,‘Od ldan zhes bya ba’i ṭikka tshig don rab gsal,,D4125,,A,,Needed later (Incomplete),,TibSchol incomplete,,Peri,Secondary,"Lemmas from D4125, Āryamūlasarvāstivādiśrāmaṇerakārikāvṛtti-prabhāvatī, confirmed in mtshan section 7a3",,,,,,,,"title, author",,,,,,,,KK and PH,,
1_009_04,,MW1PD89051_45E973,1,9,4,533-598,33,Monastic rules,Monastic rules,wa,30,16227,,Phywa pa Chos kyi seng ge,P1404,1109-1169,dGe tshul rnams kyi bslab pa’i rim pa ston pa’i rnam bshad,,D4124,,A,,Needed later (Incomplete),,TibSchol incomplete,,Peri,Secondary,"mtshan section on f. 2a4 confirms is a commentary on āryamūlasarvāstivādiśrāmaṇerakārikā (D4124). Some references, to blo gros chen po, bshes gnyen, bdag gi bla ma kha cig. Ref. to his vinaya teacher brtson 'grus 'bar=bya 'dul 'dzin pa in colophon.",,4-5,,,,,,"title, author, teacher",,,,,,Ka rma bsod nams,,PH,,
1_010_01,,MW1PD89051_46DBF5,1,10,1,15-331,161,Perfection of wisdom,Maitreya 1,tsha,10,15733,,Khu Shes rab brtson ‘grus,P8LS15289,11/12th (1075-1143),Shes rab kyi pha rol tu phyin pa'i man ngag gi bstan bcos mngon par rtags pa'i rgyan gyi 'grel ba'i tshig dang don gsal bar bshad,,D3793,"dpe, 100/l",A,1,Needed (Fragmentary),yes,TibSchol incomplete,,Core,Very important,"ref. to jo bo 'bum; post-colophon note gives lineage. Info on txt in Gateway. (Ly)First page is missing. Ref. Haribhadra, Ārya Vimuktisena  and Atisha. Tib: mda'/'bum pa/jo bo/'brom/lotswa ba/jo bo a sangs/lo tswa ba zangs dkar/_   Interestingly, it also  once  references to Laṅkāvatāra Sūtra but appeared to be a different edition of transition. Colophon: (title), shes rab gyi pha rol tu phyin pa'i man ngag gi bstan bcos mngon par rtogs pa'i rgyan ces bya ba'i 'grel pa'i tshig dang don gsal par bshad pa (author) shes rab brtson 'grus .(teachers)dge ba'i bshes gnyen dam pa. According to title commentary on Haribhadra's vrtti on AA D3793. Info in the marginal notes? In addition to glosses, number of annotations in margins, maybe unrelated to text.",,8,,,mss markup completed(LY) ,,,"title, author, teacher",,,,,,,,PH,,
1_010_02,,MW1PD89051_F79513,1,10,2,341-657,159,Perfection of wisdom,Prajñāpāramitā,la,426,19045,,‘Jad pa gZhon nu byang chub,P10015,1150-1210,gzhon nu byang chub,,D3790,"bru, 95/l",A,1,Needed (Fragmentary),yes,TibSchol incomplete,,Core,Very important,"158ff+21'=159ff.
Lemmas from D3790 = Pañcaviṃśatisāhasrikāprajñāpāramitā // shes rab kyi pha rol tu phyin pa stong phrag nyi shu lnga pa (Haribhadra author?), with abundant references to 'bum tig (Damstrsena's commentary D3808), and to ""'grel pa"" (check source of lemma). References in the text to ""ma ha"" Stoltz reports references in interlinear notes to lo tsa ba, 'brel, and 'ar. Style of presentation with questions eg.g gang gi phyir brtson pad / ji ltar brtson pa / brtson par byed pa'i mtshan nyid... ""he tu"" for ""rtags""",,lots,,,some markup on mss,,,(none),,,,,,,,PH,,
1_010_03,,MW1PD89051_2735C7,1,10,3,657,1,Eulogy,bstod,la,426,19045,,‘Jad pa gZhon nu byang chub,P10015,1150-1210,"bla ma la bstod pa (f. 108a3, incipit); shag kya’i dge’ slong gzhon nu byang chub la bstod pa (f. 108a5, colophon)","ghu ru sta ba (f. 108a3, incipit)",,bru,A,,Complete,no,TibSchol complete+Gateway,,Peri,Discard - not pertinent,"This text follows ‘Jad gZhon nu byang chub’s yum bsdus don (1_010_02) on the same manuscript
might be an eulogy of gZhon to his lama (and eye skip in colophon) or eulogy of gZhon by his student. I hold the former to be more likely. 
The colophon sentence following the verses suggests that this is an homage to ‘Jad, the author of 1_010_02 that precedes. However, it is possible, that this is an homage by ’Jad to his own bla ma, and that there was a copy mistake in the colophon. The addition that follows makes clear a hierarchy between a bla ma and gZhon nu byang chub, but its author could, here also, be either a disciple of gZhon nu byang chub or gZhon nu byang chub himself
No scholastic relevance",,1,,,etxt markup completed (PH),in progress,,"title, author",,,,,,,,PH,,
1_011_01a,,MW1PD89051_CD9ABE,1,11,1,29-132,52,Madhyamaka,Madhyamaka,tsa,24,15415,,Pa tshab Lo tsA ba Nyi ma grags,P5651,1055-?,dBu ma rtsa ba’i shes rab kyi ti ka / bstan bcos sgron ma gsal bar byed pa,,D3824,dpe,,,Complete,,TibSchol complete. Typeset  W3CN3438. Crit ed Kamarid?,,Core,Very important,There are actually three texts contained within this 1_011_01. 1_011_01a is a commentary to dBu ma rtsa ba'i shes rab (D3824); the colophon reports that the author/compiler wrote down (bris) the tradition of explanation  of Hasumati. Ascription of authorship to Pa tshab on cover page only (see Dreyfus&Tsering 2009 comment) - handwriting seems much more recent than that of Drepung librarians (or earlier). Incipit dbu ma rtsa ba 'di la don gnyis te... Article on this material by Dreyfus&co 2009; MA&articles by Kamarid on beginning of the first (+forthcoming PhD).  JS: I have not yet encountered any references to Tibetan scholars.,Earliest documented Tibetan distinction between Rang rgyud pa and Thal 'gyur pa ,"Nothing definitive yet, but I continue to look (JS)",,,"Have finished mark up of ms for second and third texts, continuing to work on first. Will finalise then check notes in library version (JS)",,,"title, teacher",,,,,,,,BUDA (UTIE0OPP000810_v001 ),,
1_011_01b,,MW1PD89051_CD9ABE,1,11,1,133-136,2,Madhyamaka,Madhyamaka,tsa,24,15415,,Pa tshab Lo tsA ba Nyi ma grags,P5651,1055-?,le 'brel pa tsab kyi man ngag,,D3824,dpe,,,Complete,,TibSchol complete. Typeset  W3CN3438,,Core,Minor,"There are actually three texts contained within this 1_011_01. 1_011_01b continues with same numberin of folios, on f. 52-53. is a short sDom of the same. Dreyfus&Tsering: Is a short explanation obout the relation between the chapters of the MMK.  Colophon ascribes it to ""pa tsab"". Article on this material by Dreyfus&Tsering 2009. JS has nothing of major interest.",,"Nothing definitive yet, but I continue to look (JS)",,,Mss markup completed (JS),,,"title, teacher",,,,,,,,BUDA (UTIE0OPP000810_v001 ),,
1_011_01c,,MW1PD89051_CD9ABE,1,11,1,137-203,34,Madhyamaka,Madhyamaka,tsa,24,15415,,Pa tshab Lo tsA ba Nyi ma grags,P5651,1055-?,colophon: tshig gsal ba'i dka' ba bshad pa,,D3860,dpe,,,Complete,,TibSchol complete. Typeset  W3CN3438.,,Core,Very important,"There are actually three texts contained within this 1_011_01. 1_011_01c is a commentary on Candrakirti's Prasannapada, from ff. 55 to f. 88 = 34 fols.. Incipit starts directly with explanation of purpose of ""'grel pa tshig don gsal ba 'di"". dBu ma tshig gsal gyi dka' gnad (on D3860) - colophon: tshig gsa ba'i dka' ba bshad pa. Colophon says it was compiled based on the instruction of bla ma tshong dpon pan Di ta; gloss adds ""pa tsab kyis"". Potentially more relevant. But the only scholars I've found references to so far seem to be Kashmiri (JS). Article on this material by Dreyfus&co 2009",Earliest documented Tibetan distinction between Rang rgyud pa and Thal 'gyur pa ,"Nothing definitive yet, but I continue to look (JS)",,,Mss markup completed (JS),,,"author, title",,,,,,,,BUDA (UTIE0OPP000810_v001 ),,
